,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M
0,0.0,9.096688,3.627033233642578,0.0,0.2575,-0.4,50000,0.01,Year,20000,100
