split,layers,iterations,batch,dataset,NLL,RMSE,CRPS,time
3,4,500000,100,taxi,7.730870414256251,551.0326693236944,282.6249062878747,94729.201897232
4,4,500000,100,taxi,7.746654385519247,559.7496121933443,286.84314914322454,42346.405448675
5,4,500000,100,taxi,7.752869603244553,563.3593937862973,287.0128543119837,99225.399089704
6,4,500000,100,taxi,7.748288069093723,560.7916718988255,286.42769581323984,100282.961523477
7,4,500000,100,taxi,7.744803035889148,558.8168349263625,286.4461674230548,99181.820834068
8,4,500000,100,taxi,7.750052769745922,561.6649998936093,286.0233062294868,104754.707914301
9,4,500000,100,taxi,7.744931444616359,558.8073376304714,285.5793233277306,105394.890576522
0,5,500000,100,taxi,7.74508920798403,558.9880463626885,286.0641617212757,143178.03997830598
1,5,500000,100,taxi,7.747843820140751,560.5349996404516,286.5428285692856,143126.230230712
10,5,500000,100,taxi,7.748662706027257,560.462425260863,285.4511892068565,130963.194942097
11,5,500000,100,taxi,7.745533138143764,559.2488554929062,286.2672714130932,132858.979459453
12,5,500000,100,taxi,7.743333489273566,557.9896785114588,286.014716402782,139102.23400402805
13,5,500000,100,taxi,7.751727694060821,561.8034319414695,285.5744100603705,140552.409575502
14,5,500000,100,taxi,7.74717874956252,560.169060370523,286.43261093765096,131902.62567513698
15,5,500000,100,taxi,7.746628953546947,559.0527727070394,285.0145806411691,131916.254841709
16,5,500000,100,taxi,7.743341491980166,557.8749272295421,286.57335240792395,141353.727915229
17,5,500000,100,taxi,7.746901547819055,559.8761216698749,287.3037257192947,138193.065922652
18,5,500000,100,taxi,7.747597449146872,560.2489946998578,286.03492942120795,132312.948905669
19,5,500000,100,taxi,7.743980047616615,558.2808666289063,286.5967389022818,131935.91132971202
2,5,500000,100,taxi,7.750452292875428,561.8186580347784,286.02611326754726,133064.245038457
3,5,500000,100,taxi,7.7434831163782,558.0047155701818,286.2937483996707,131381.410625701
4,5,500000,100,taxi,7.746653853041383,559.7496121933443,286.84257739375545,138963.36501564202
5,5,500000,100,taxi,7.7528695247712625,563.3593937862973,287.01317546766995,140334.94265046998
6,5,500000,100,taxi,7.748288048108276,560.7916718988255,286.42611508002346,132211.91011873298
7,5,500000,100,taxi,7.744803311020012,558.8168349263625,286.44680709718574,133203.449875867
8,5,500000,100,taxi,7.750051087495732,561.6649998936093,286.0249148189826,138796.23929009002
9,5,500000,100,taxi,7.744931656516479,558.8073376304714,285.5791155435971,137446.392713687
