dataset_name,vip_layers,bb_alpha,bnn_structure,split,bnn_layer_str,time,LOSS_train,RMSE_train,NLL_train,CRPS_train,LOSS,RMSE,NLL,CRPS
energy,[3],0.0,"[10, 10]",15,BayesLinear,18993.484660044,463.7867126464844,0.0470148,-1.410197377204895,0.0292274784296751,3602.7294921875,0.6237236,23.505109786987305,0.3784974813461303
energy,[3],0.0,"[10, 10]",16,BayesLinear,18993.214228549,466.726806640625,0.05485761,-1.32595956325531,0.0328633114695549,4171.71875,0.7207033,31.852643966674805,0.4157408475875854
energy,[3],0.0,"[10, 10]",17,BayesLinear,19007.939382069,448.1916809082031,0.046954293,-1.3257579803466797,0.0306926406919956,2115.148193359375,0.49738935,8.028022766113281,0.3047159612178802
energy,[3],0.0,"[10, 10]",18,BayesLinear,7084.890588737,514.0436401367188,0.06959368,-1.1932952404022217,0.0395906828343868,9037.3701171875,1.1577691,67.05036163330078,0.5933812260627747
energy,[3],0.0,"[10, 10]",19,BayesLinear,7246.2572413,463.5253601074219,0.049315322,-1.469546675682068,0.0288954675197601,7503.16943359375,0.76799643,25.5279598236084,0.4137315154075622
energy,[3],0.0,"[10, 10]",2,BayesLinear,6779.358996399,480.2833251953125,0.038205028,-1.4438097476959229,0.0262472480535507,3250.037109375,0.5956977,21.549959182739254,0.3644078075885772
energy,[3],0.0,"[10, 10]",3,BayesLinear,6817.476888341,462.3186950683594,0.0462584,-1.3258616924285889,0.0305839404463768,3267.9365234375,0.6467339,15.160191535949709,0.3789095878601074
energy,[3],0.0,"[10, 10]",4,BayesLinear,7023.071481573,446.3318481445313,0.04671476,-1.4365217685699463,0.0285196378827095,3057.274658203125,0.53189576,18.64215469360352,0.3194387257099151
energy,[3],0.0,"[10, 10]",5,BayesLinear,7033.664952993,535.9059448242188,0.08923689,-1.0406041145324707,0.0476877205073833,3064.7216796875,0.6432818,16.857704162597656,0.3698704838752746
energy,[3],0.0,"[10, 10]",6,BayesLinear,6407.947445121,417.7985229492188,0.039985042,-1.3721202611923218,0.0281309001147747,2609.049560546875,0.58073217,16.89198112487793,0.3327607214450836
energy,[3],0.0,"[10, 10]",7,BayesLinear,6421.04970963,402.088623046875,0.04898433,-1.2893023490905762,0.0318945609033107,2492.2880859375,0.5940821,14.933059692382812,0.3711331784725189
energy,[3],0.0,"[10, 10]",8,BayesLinear,6406.607885628,482.20989990234375,0.051693175,-1.3642486333847046,0.0313480794429779,2409.861572265625,0.49008432,11.36087131500244,0.2996151745319366
energy,[3],0.0,"[10, 10]",9,BayesLinear,6384.480441857,460.7056579589844,0.048126977,-1.3824394941329956,0.0300370287150144,1973.10498046875,0.43331918,8.545111656188965,0.2617401480674743
energy,[3],0.0,"[10, 10]",0,SimplerBayesLinear,2391.458922938,377.8190002441406,0.39886442,0.5853633880615234,0.2257203608751297,433.6528625488281,0.5288636,0.7737457156181335,0.2920950055122375
energy,[3],0.0,"[10, 10]",1,SimplerBayesLinear,2427.257300337,377.92864990234375,0.42539498,0.6489832401275635,0.2406548708677292,409.7918090820313,0.3923455,0.6044359803199768,0.2247148305177688
energy,[3],0.0,"[10, 10]",10,SimplerBayesLinear,1842.499681496,363.8734130859375,0.39929727,0.5890793204307556,0.2297803610563278,432.3600769042969,0.601277,0.9474409222602844,0.3052370846271515
energy,[3],0.0,"[10, 10]",11,SimplerBayesLinear,1876.94723452,379.2684631347656,0.40897384,0.6152060627937317,0.2347478568553924,432.0562744140625,0.5284914,0.8026483654975891,0.2842110693454742
energy,[3],0.0,"[10, 10]",12,SimplerBayesLinear,1914.719348229,323.2735900878906,0.41231343,0.5929378271102905,0.2299293875694275,372.2391052246094,0.4958029,0.705888569355011,0.2734549939632416
energy,[3],0.0,"[10, 10]",13,SimplerBayesLinear,1830.288040524,366.6549072265625,0.4002017,0.5877305865287781,0.2264104336500167,410.9763793945313,0.47046927,0.6825812458992004,0.2577767074108124
energy,[3],0.0,"[10, 10]",14,SimplerBayesLinear,1907.645925638,398.9266052246094,0.36095437,0.507975697517395,0.2075754404067993,469.39007568359375,0.55297506,0.8166055679321289,0.3077048659324646
energy,[3],0.0,"[10, 10]",15,SimplerBayesLinear,1906.492623029,365.8023681640625,0.42359915,0.6274176239967346,0.2379575967788696,398.8792114257813,0.43757677,0.6378458738327026,0.2447350621223449
energy,[3],0.0,"[10, 10]",16,SimplerBayesLinear,1945.01446505,349.29083251953125,0.41397402,0.6164756417274475,0.2343436181545257,389.4029846191406,0.44764742,0.6643431186676025,0.2458599358797073
energy,[3],0.0,"[10, 10]",17,SimplerBayesLinear,1895.166507284,356.9859313964844,0.4173124,0.6241121888160706,0.2375187277793884,391.2216796875,0.43502393,0.6432164311408997,0.2459365874528885
energy,[3],0.0,"[10, 10]",18,SimplerBayesLinear,1867.723622999,325.4806823730469,0.4039778,0.5921664834022522,0.2310681343078613,373.8623962402344,0.4859672,0.7181534767150879,0.2736982107162475
energy,[3],0.0,"[10, 10]",19,SimplerBayesLinear,1877.128877114,331.26483154296875,0.40459904,0.5931423902511597,0.228369191288948,391.7442321777344,0.53960234,0.8289453983306885,0.3058168292045593
energy,[3],0.0,"[10, 10]",2,SimplerBayesLinear,1907.657165868,382.1524658203125,0.42741683,0.6594766974449158,0.2438869327306747,417.2263793945313,0.43930256,0.6614932417869568,0.2490912824869156
energy,[3],0.0,"[10, 10]",3,SimplerBayesLinear,1957.764443878,353.4645080566406,0.40457043,0.5943395495414734,0.2269263863563537,402.4460144042969,0.48384988,0.6875776648521423,0.2689579129219055
energy,[3],0.0,"[10, 10]",4,SimplerBayesLinear,1900.704162142,355.8827514648437,0.419998,0.6338186860084534,0.2382532954216003,393.7645263671875,0.4432189,0.6741129159927368,0.2509662210941314
energy,[3],0.0,"[10, 10]",5,SimplerBayesLinear,1899.184818037,365.4407958984375,0.41704938,0.6204695701599121,0.2361326515674591,404.81585693359375,0.44405895,0.6437124609947205,0.2493932396173477
energy,[3],0.0,"[10, 10]",6,SimplerBayesLinear,1939.276726039,370.81732177734375,0.423578,0.6421926617622375,0.2407473921775818,396.5728454589844,0.35178855,0.5701977014541626,0.2141114920377731
energy,[3],0.0,"[10, 10]",7,SimplerBayesLinear,1964.354868031,350.9779052734375,0.4121809,0.6093533635139465,0.2313138991594314,391.2308654785156,0.45033112,0.6612628102302551,0.2544050216674804
energy,[3],0.0,"[10, 10]",8,SimplerBayesLinear,1912.891903342,396.7027282714844,0.3935618,0.5748249888420105,0.2237698137760162,443.3589782714844,0.47807875,0.6725950837135315,0.2607743144035339
energy,[3],0.0,"[10, 10]",9,SimplerBayesLinear,1903.529350367,406.1905212402344,0.39549115,0.5846343636512756,0.224734678864479,444.6610412597656,0.41927284,0.6085933446884155,0.2405153512954712
energy,[4],0.0,"[10, 10]",0,BayesLinear,7467.32434143,517.8251342773438,0.043488402,-1.3209288120269775,0.0299922116100788,3312.07958984375,0.65583134,18.539539337158203,0.4206358790397644
energy,[4],0.0,"[10, 10]",1,BayesLinear,7510.657042165,445.644775390625,0.06417651,-1.0540132522583008,0.0408808402717113,1286.2410888671875,0.4514107,5.532931327819824,0.2611860632896423
energy,[4],0.0,"[10, 10]",10,BayesLinear,2492.070869182,474.3080749511719,0.0758654,-1.0697073936462402,0.04438391700387,2034.093017578125,0.5446537,13.132880210876465,0.2955263257026672
energy,[4],0.0,"[10, 10]",11,BayesLinear,2427.374332502,679.5155639648438,0.08606901,-1.114566445350647,0.0451765656471252,3111.705810546875,0.53324735,17.845396041870117,0.3281566202640533
energy,[4],0.0,"[10, 10]",12,BayesLinear,2426.998429784,465.7283935546875,0.050089028,-1.2258996963500977,0.0334330163896083,1899.0107421875,0.5185506,10.492380142211914,0.3139549791812897
energy,[4],0.0,"[10, 10]",13,BayesLinear,2412.328307324,473.4552612304688,0.06153325,-1.1524887084960938,0.0380277819931507,1813.7371826171875,0.51096684,8.985355377197266,0.2885507047176361
energy,[4],0.0,"[10, 10]",14,BayesLinear,3010.098988637,478.8112182617188,0.08920857,-0.9164251685142516,0.0514125674962997,1247.221435546875,0.46164066,4.759276866912842,0.2892181575298309
energy,[4],0.0,"[10, 10]",15,BayesLinear,2458.075561662,528.630615234375,0.049521286,-1.2745016813278198,0.0323961712419986,2425.12255859375,0.54475796,11.24066925048828,0.3396849334239959
energy,[4],0.0,"[10, 10]",16,BayesLinear,2438.8651555150004,502.5317993164063,0.05105764,-1.3490270376205444,0.031566347926855,6200.736328125,0.8723206,36.380645751953125,0.4120938777923584
energy,[4],0.0,"[10, 10]",17,BayesLinear,2483.953339079,493.2285461425781,0.051877234,-1.211687088012695,0.0341376811265945,2015.9886474609373,0.53307754,10.526870727539062,0.3338527381420135
energy,[4],0.0,"[10, 10]",18,BayesLinear,2462.915589815,467.8401489257813,0.046958905,-1.238711953163147,0.0324980877339839,4569.73046875,0.83265656,11.908679962158203,0.3880323469638824
energy,[4],0.0,"[10, 10]",19,BayesLinear,2420.583210948,486.3937377929688,0.05862987,-1.1499820947647097,0.0373693369328975,4858.810546875,0.9365066,13.212136268615724,0.4136551320552826
energy,[4],0.0,"[10, 10]",2,BayesLinear,15984.52582214,482.7239990234375,0.06046414,-1.0753288269042969,0.0396775342524051,2741.2392578125,0.7219886,8.484090805053711,0.3509221374988556
energy,[4],0.0,"[10, 10]",3,BayesLinear,15869.85920608,494.1304321289063,0.04208876,-1.2985990047454834,0.0301038827747106,2019.4849853515625,0.49967134,8.849625587463379,0.3155193030834198
energy,[4],0.0,"[10, 10]",4,BayesLinear,6461.334578923,531.4901733398438,0.043884363,-1.3613430261611938,0.0292974989861249,2018.0831298828125,0.45615166,7.84499454498291,0.274044394493103
energy,[4],0.0,"[10, 10]",5,BayesLinear,5319.578251846,505.8674011230469,0.05924653,-1.215823531150818,0.036054790019989,3640.1328125,0.73330384,25.277557373046875,0.3883698582649231
energy,[4],0.0,"[10, 10]",6,BayesLinear,2524.376814606,525.1007080078125,0.05590543,-1.355770707130432,0.0328215695917606,2524.242919921875,0.47789866,10.30854606628418,0.2978031933307647
energy,[4],0.0,"[10, 10]",7,BayesLinear,2473.568377561,500.4180908203125,0.060528845,-1.2471541166305542,0.0355848111212253,4230.994140625,0.76030374,25.03481674194336,0.4232465028762817
energy,[4],0.0,"[10, 10]",8,BayesLinear,2423.005451908,523.5350341796875,0.045292035,-1.3032922744750977,0.0308244824409484,2865.35205078125,0.5794631,13.72799015045166,0.3319639265537262
energy,[4],0.0,"[10, 10]",9,BayesLinear,2420.346630467,534.8538208007812,0.04660716,-1.3681260347366333,0.0297710672020912,3112.04248046875,0.5912461,17.744279861450195,0.3195727169513702
energy,[4],0.0,"[10, 10]",0,SimplerBayesLinear,2414.974617053,454.9097900390625,0.41432607,0.6536346077919006,0.237962856888771,498.7044982910156,0.49113443,0.7526989579200745,0.2767556607723236
energy,[4],0.0,"[10, 10]",1,SimplerBayesLinear,3507.759142588,375.6089477539063,0.42715836,0.6742653846740723,0.2456588596105575,402.5816040039063,0.35990363,0.5873026251792908,0.2149440646171569
energy,[4],0.0,"[10, 10]",10,SimplerBayesLinear,24170.460936382,409.2201232910156,0.40402693,0.617462694644928,0.234537586569786,470.6138610839844,0.5966771,0.9113709330558776,0.3065329790115356
energy,[4],0.0,"[10, 10]",11,SimplerBayesLinear,2541.791503371,374.58099365234375,0.41177702,0.6367051005363464,0.2350036352872848,425.7874755859375,0.53320247,0.7717352509498596,0.2834631204605102
energy,[4],0.0,"[10, 10]",12,SimplerBayesLinear,2437.561271643,425.5078125,0.41184983,0.636850118637085,0.2362269610166549,469.2731628417969,0.46908203,0.7085151672363281,0.2658067345619201
energy,[4],0.0,"[10, 10]",13,SimplerBayesLinear,2400.275523127,382.648193359375,0.423155,0.6386248469352722,0.239739790558815,424.0820007324219,0.47821698,0.7111486196517944,0.2641443610191345
energy,[4],0.0,"[10, 10]",14,SimplerBayesLinear,2469.179552133,453.167236328125,0.41602463,0.64290452003479,0.2373356521129608,503.8278198242188,0.54421943,0.802226185798645,0.3002859055995941
energy,[4],0.0,"[10, 10]",15,SimplerBayesLinear,3689.893752998,401.4378967285156,0.43902874,0.6763203144073486,0.2477714717388153,436.3082580566406,0.46311826,0.6881618499755859,0.2598144710063934
energy,[4],0.0,"[10, 10]",16,SimplerBayesLinear,3665.449409535,413.3218994140625,0.4258523,0.6673946380615234,0.2436205595731735,446.7659606933594,0.41370252,0.658598780632019,0.2373407334089279
energy,[4],0.0,"[10, 10]",17,SimplerBayesLinear,3659.858991183,416.1910095214844,0.43061405,0.6736268401145935,0.2454915940761566,448.4410400390625,0.44068557,0.6720340251922607,0.2465694695711136
energy,[4],0.0,"[10, 10]",18,SimplerBayesLinear,3659.336253161,412.1483459472656,0.4311653,0.6642987728118896,0.2450877875089645,456.335205078125,0.51181895,0.7575846910476685,0.2863652110099792
energy,[4],0.0,"[10, 10]",19,SimplerBayesLinear,3673.134938042,417.8692932128906,0.41831902,0.6477986574172974,0.2388588488101959,472.9067993164063,0.549775,0.8448455929756165,0.3119429051876068
energy,[4],0.0,"[10, 10]",2,SimplerBayesLinear,3508.927873588,414.2802429199219,0.42972642,0.6665998101234436,0.2441440522670745,450.51416015625,0.43866318,0.6714679002761841,0.2476814240217209
energy,[4],0.0,"[10, 10]",3,SimplerBayesLinear,3525.435379679,426.6591491699219,0.42019033,0.648456871509552,0.2394110858440399,467.3008728027344,0.46705943,0.70391845703125,0.2681334018707275
energy,[4],0.0,"[10, 10]",4,SimplerBayesLinear,3512.004592895,401.7864379882813,0.4157503,0.6308196187019348,0.235187143087387,439.6275024414063,0.43167838,0.6566966772079468,0.2455182820558548
energy,[4],0.0,"[10, 10]",5,SimplerBayesLinear,2445.764995683,405.5306701660156,0.4244182,0.6673047542572021,0.2431995570659637,439.9655456542969,0.4107572,0.6457820534706116,0.2389366328716278
energy,[4],0.0,"[10, 10]",6,SimplerBayesLinear,2443.790113127,386.2463073730469,0.43154782,0.6707487106323242,0.2459973990917205,411.3173522949219,0.34598458,0.5827313661575317,0.2150893956422805
energy,[4],0.0,"[10, 10]",7,SimplerBayesLinear,2452.356175128,423.54388427734375,0.4378459,0.6760544180870056,0.2477058172225952,457.5854797363281,0.4511762,0.690129280090332,0.2578507363796234
energy,[4],0.0,"[10, 10]",8,SimplerBayesLinear,2446.980207719,422.9355773925781,0.4349848,0.676062285900116,0.246629923582077,464.5749206542969,0.48500967,0.7172989249229431,0.2685541212558746
energy,[4],0.0,"[10, 10]",9,SimplerBayesLinear,2488.088365061,370.1374816894531,0.41990265,0.6606013178825378,0.2404692322015762,403.2228088378906,0.41344634,0.6497635841369629,0.2421280592679977
energy,[5],0.0,"[10, 10]",0,BayesLinear,2975.681931572,481.4533386230469,0.059473276,-1.0284680128097534,0.040565013885498,1603.558837890625,0.5480269,7.386861801147461,0.3301523625850677
energy,[5],0.0,"[10, 10]",1,BayesLinear,4433.27984396,531.8260498046875,0.05311325,-1.230384349822998,0.0342109054327011,1355.6348876953125,0.3642985,4.255266189575195,0.2091571539640426
energy,[5],0.0,"[10, 10]",10,BayesLinear,4576.98304478,508.9186706542969,0.05489522,-1.1676465272903442,0.0359418429434299,2412.6484375,0.617379,16.046358108520508,0.3066724240779876
energy,[5],0.0,"[10, 10]",11,BayesLinear,4574.201546685001,540.0311889648438,0.0454079,-1.2405173778533936,0.0320601053535938,2307.293701171875,0.55241984,8.385741233825684,0.3082588613033294
energy,[5],0.0,"[10, 10]",12,BayesLinear,4588.532558023,530.0419921875,0.06384808,-1.016662359237671,0.0419330410659313,1593.0955810546875,0.5236237,6.242303371429443,0.2953623533248901
energy,[5],0.0,"[10, 10]",13,BayesLinear,4586.94769987,491.4126586914063,0.05143474,-1.1414214372634888,0.0357790403068065,3717.471923828125,0.85161084,14.79004955291748,0.3789486885070801
energy,[5],0.0,"[10, 10]",14,BayesLinear,4606.288056575,446.3944091796875,0.052688684,-1.1869547367095947,0.0350980423390865,2268.96484375,0.5754027,11.896419525146484,0.3503322899341583
energy,[5],0.0,"[10, 10]",15,BayesLinear,4599.410187056999,493.8846435546875,0.05266352,-1.0736202001571655,0.0376082137227058,1309.722412109375,0.4586016,5.522426605224609,0.2602980136871338
energy,[5],0.0,"[10, 10]",16,BayesLinear,4598.227703807,509.1659240722656,0.048972405,-1.1885164976119995,0.0341249033808708,2067.228515625,0.55316174,9.948946952819824,0.2806474566459656
energy,[5],0.0,"[10, 10]",17,BayesLinear,9543.990012454,460.683349609375,0.04851242,-1.2442295551300049,0.0327582955360412,1503.2242431640625,0.41688827,4.646940231323242,0.2398960888385772
energy,[5],0.0,"[10, 10]",18,BayesLinear,9556.784825825,523.4472045898438,0.056213815,-1.0956299304962158,0.0379560142755508,1588.335693359375,0.48954198,6.885464668273926,0.311972439289093
energy,[5],0.0,"[10, 10]",19,BayesLinear,9574.382009359,440.15728759765625,0.061456826,-1.1090002059936523,0.0387845560908317,1422.8809814453125,0.45848596,5.486241340637207,0.2779849469661712
energy,[5],0.0,"[10, 10]",2,BayesLinear,4430.136005144001,417.48773193359375,0.05813487,-1.0206284523010254,0.0404773391783237,1301.619384765625,0.49763298,5.552254676818848,0.3016791045665741
energy,[5],0.0,"[10, 10]",3,BayesLinear,4353.098232858,449.8410949707031,0.043415476,-1.2216534614562988,0.0321905948221683,1793.3045654296875,0.501042,6.809739112854004,0.2925671935081482
energy,[5],0.0,"[10, 10]",4,BayesLinear,4385.051748556,519.1617431640625,0.06589717,-1.0780117511749268,0.0410046316683292,1667.193115234375,0.4803777,5.271224021911621,0.2951702177524566
energy,[5],0.0,"[10, 10]",5,BayesLinear,4368.129531437,464.8929138183594,0.08072927,-0.9087871313095092,0.0491744689643383,1392.6787109375,0.51057994,5.644898891448975,0.2672753632068634
energy,[5],0.0,"[10, 10]",6,BayesLinear,4357.437410744,504.8956298828125,0.052684553,-1.1209796667099,0.0365962572395801,2608.85595703125,0.695138,7.682782649993896,0.3019128143787384
energy,[5],0.0,"[10, 10]",7,BayesLinear,4347.373076193,545.46875,0.089181826,-0.9776326417922974,0.049808632582426,2239.857666015625,0.57868874,10.71248722076416,0.3572257161140442
energy,[5],0.0,"[10, 10]",8,BayesLinear,4322.249723808,497.9809265136719,0.09129684,-0.9458140730857848,0.0515694953501224,2016.48388671875,0.58028114,4.954801559448242,0.2927004396915436
energy,[5],0.0,"[10, 10]",9,BayesLinear,4577.853014274,531.954833984375,0.07639051,-1.0025932788848877,0.045446541160345,1358.2957763671875,0.43595806,4.281012535095215,0.2528223395347595
energy,[5],0.0,"[10, 10]",0,SimplerBayesLinear,4511.650748988,358.9559631347656,0.41280618,0.6185215711593628,0.234650045633316,410.1109008789063,0.52183306,0.7743823528289795,0.2872891426086426
energy,[5],0.0,"[10, 10]",1,SimplerBayesLinear,4507.025979565,516.1685791015625,0.43769464,0.7124243974685669,0.2536200284957886,544.9556884765625,0.3757933,0.6521287560462952,0.2286545634269714
energy,[5],0.0,"[10, 10]",10,SimplerBayesLinear,3008.246842033,447.74212646484375,0.39678326,0.6302862167358398,0.2329586297273636,511.8890686035156,0.60941267,0.9306626319885254,0.3116687536239624
energy,[5],0.0,"[10, 10]",11,SimplerBayesLinear,3090.932878958,451.0512390136719,0.41935784,0.6622928380966187,0.2420148849487304,494.9068908691406,0.4872662,0.7487198710441589,0.2708640992641449
energy,[5],0.0,"[10, 10]",12,SimplerBayesLinear,3093.5595403,434.5048828125,0.4135493,0.6740317940711975,0.2402320206165313,480.2131042480469,0.5131975,0.7770352363586426,0.2891074120998382
energy,[5],0.0,"[10, 10]",13,SimplerBayesLinear,3079.926882506,442.0493774414063,0.4125753,0.6486042141914368,0.2365213930606842,482.06494140625,0.46896395,0.7049992084503174,0.2599314153194427
energy,[5],0.0,"[10, 10]",14,SimplerBayesLinear,3182.160100285,387.4293823242188,0.41139036,0.6291745901107788,0.2350019216537475,437.7170715332031,0.52739865,0.7769848704338074,0.2904070317745209
energy,[5],0.0,"[10, 10]",15,SimplerBayesLinear,3074.525361472,369.4457702636719,0.4282355,0.6527409553527832,0.2427047789096832,404.7415161132813,0.45519185,0.6690704226493835,0.2553944885730743
energy,[5],0.0,"[10, 10]",16,SimplerBayesLinear,3057.92132905,518.9972534179688,0.4342911,0.7214823961257935,0.2527181804180145,553.0341186523438,0.44324473,0.7381505370140076,0.2571268677711487
energy,[5],0.0,"[10, 10]",17,SimplerBayesLinear,3191.841957948,469.8676452636719,0.43536964,0.7076056003570557,0.2523612082004547,499.093994140625,0.4287461,0.693824291229248,0.2476287931203842
energy,[5],0.0,"[10, 10]",18,SimplerBayesLinear,3198.327052263,418.9966430664063,0.4201864,0.6590090394020081,0.2412599623203277,459.5039367675781,0.48973286,0.7307971119880676,0.2739363312721252
energy,[5],0.0,"[10, 10]",19,SimplerBayesLinear,3075.349881851,493.1691284179688,0.4187287,0.682447612285614,0.2425050586462021,547.9208984375,0.575876,0.8787537813186646,0.3221816122531891
energy,[5],0.0,"[10, 10]",2,SimplerBayesLinear,32267.262926869,395.8181457519531,0.4235003,0.6511721611022949,0.2419697344303131,431.4159851074219,0.432948,0.6650044918060303,0.2469376325607299
energy,[5],0.0,"[10, 10]",3,SimplerBayesLinear,3086.584039453,461.9974060058594,0.42573044,0.7022092938423157,0.2471739947795868,503.4142456054688,0.48791113,0.7656795382499695,0.2805926203727722
energy,[5],0.0,"[10, 10]",4,SimplerBayesLinear,3083.165943552,392.9424743652344,0.41225576,0.6406122446060181,0.2359713315963745,432.8307189941406,0.45770615,0.705500602722168,0.2596701383590698
energy,[5],0.0,"[10, 10]",5,SimplerBayesLinear,3111.289786604,551.4906616210938,0.43370017,0.7255460619926453,0.252991110086441,587.61279296875,0.4747931,0.7274413108825684,0.2670117616653442
energy,[5],0.0,"[10, 10]",6,SimplerBayesLinear,3143.495141093,394.94085693359375,0.43503135,0.6841205358505249,0.2479876279830932,422.0686950683594,0.3743977,0.620917797088623,0.2244629561901092
energy,[5],0.0,"[10, 10]",7,SimplerBayesLinear,3035.027354411,430.5347595214844,0.42861092,0.6702634692192078,0.2444301843643188,466.4959411621094,0.4573861,0.7113562822341919,0.2622613906860351
energy,[5],0.0,"[10, 10]",8,SimplerBayesLinear,3062.58103307,487.4441528320313,0.4360939,0.7300969362258911,0.2552627921104431,522.29541015625,0.4746207,0.7430039048194885,0.2696361243724823
energy,[5],0.0,"[10, 10]",9,SimplerBayesLinear,3003.424926904,460.2153930664063,0.44166446,0.720660388469696,0.2535229027271271,491.2159423828125,0.44465667,0.7184627652168274,0.2585687935352325
kin8nm,[1],0.5,"[10, 10]",0,BayesLinear,1594.1449574950002,86.70841979980469,0.06713436,-1.2821121215820312,0.0376368798315525,100.52774047851562,0.07629454,-1.1406166553497314,0.0424017123878002
kin8nm,[1],0.5,"[10, 10]",1,BayesLinear,1774.79523106,86.69353485107422,0.069405966,-1.2488631010055542,0.0387654788792133,100.5411376953125,0.079040356,-1.1044470071792605,0.0445378758013248
kin8nm,[1],0.5,"[10, 10]",10,BayesLinear,728.006357253,89.0500259399414,0.071598485,-1.217926025390625,0.0400007143616676,98.62010192871094,0.078582175,-1.116713523864746,0.0443509481847286
kin8nm,[1],0.5,"[10, 10]",11,BayesLinear,740.8971549299999,90.08492279052734,0.06786507,-1.2714310884475708,0.0378754213452339,100.35467529296876,0.074672125,-1.1692686080932615,0.04158516228199
kin8nm,[1],0.5,"[10, 10]",12,BayesLinear,709.076818065,84.23474884033203,0.06710512,-1.2826950550079346,0.0374967642128467,92.92481231689452,0.072846316,-1.196654200553894,0.0405675135552883
kin8nm,[1],0.5,"[10, 10]",13,BayesLinear,701.372230769,92.76531982421876,0.07013944,-1.2384655475616455,0.0392620116472244,102.57134246826172,0.0770608,-1.1365758180618286,0.043459478765726
kin8nm,[1],0.5,"[10, 10]",14,BayesLinear,712.422179305,87.94995880126953,0.06900308,-1.2549841403961182,0.0384331308305263,96.75120544433594,0.07511617,-1.163885235786438,0.0420603044331073
kin8nm,[1],0.5,"[10, 10]",15,BayesLinear,1243.81378504,90.40638732910156,0.06906161,-1.2537343502044678,0.0385498255491256,97.8338851928711,0.07427595,-1.178120732307434,0.04186687245965
kin8nm,[1],0.5,"[10, 10]",16,BayesLinear,1608.859229268,88.15852355957031,0.06967894,-1.245267033576965,0.0389491766691207,102.51968383789062,0.078975774,-1.104503870010376,0.0428302995860576
kin8nm,[1],0.5,"[10, 10]",17,BayesLinear,1770.607199371,87.76199340820312,0.069291875,-1.250593900680542,0.0388078354299068,101.8623504638672,0.078750096,-1.1078780889511108,0.0441332645714283
kin8nm,[1],0.5,"[10, 10]",18,BayesLinear,1882.455471935,91.97561645507812,0.06799838,-1.2696552276611328,0.0378907471895217,109.58531188964844,0.07915238,-1.095519781112671,0.0443350039422512
kin8nm,[1],0.5,"[10, 10]",19,BayesLinear,1881.780991808,92.4482421875,0.0691183,-1.253039836883545,0.0386465713381767,103.97711944580078,0.076750785,-1.1403193473815918,0.0428911596536636
kin8nm,[1],0.5,"[10, 10]",2,BayesLinear,1791.575289961,90.34085083007812,0.06694708,-1.2849684953689575,0.0373876504600048,103.01029205322266,0.07513409,-1.1593849658966064,0.0422883965075016
kin8nm,[1],0.5,"[10, 10]",3,BayesLinear,1784.574924896,85.85433197021484,0.06740971,-1.2783178091049194,0.0376925431191921,93.28997802734376,0.07278522,-1.19749653339386,0.0407417602837085
kin8nm,[1],0.5,"[10, 10]",4,BayesLinear,1798.917534655,89.06961059570312,0.0698449,-1.2428348064422607,0.0390791781246662,97.01789093017578,0.0753945,-1.1606974601745603,0.0424037426710128
kin8nm,[1],0.5,"[10, 10]",5,BayesLinear,874.597234612,88.54761505126953,0.06936326,-1.2495551109313965,0.0387900061905384,105.48380279541016,0.08029394,-1.0839154720306396,0.0450752153992652
kin8nm,[1],0.5,"[10, 10]",6,BayesLinear,874.398383862,89.01668548583984,0.067716256,-1.2736231088638306,0.0379046723246574,105.54798889160156,0.07839903,-1.1065788269042969,0.0435672551393508
