,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian
0,0.0,9.096688,3.6264164447784424,0.0,0.1024373471736908,-0.3768628239631653,20000,0.01,Year,20000,all,kron
