split,layers,dataset,NLL,RMSE,CRPS
14,1,protein,2.9254116363188096,4.509133697752489,2.521282285112293
16,5,boston,2.70017770121868,4.362530597840585,2.1462316535044224
15,2,naval,-7.011752622904117,5.053278292613793e-05,8.604078963243078e-05
0,5,energy,0.7225720478398476,0.4887438262673933,0.2727474528823518
2,1,wine_red,0.9100683768999394,0.5964527728362825,0.3323434961101085
7,4,protein,2.6905400167823856,3.625158628801647,1.950319363344068
15,3,protein,2.704079575925721,3.652627094821535,1.9750059338632773
1,4,boston,3.566106114869329,5.739050380849534,2.3515359330543992
15,1,power,2.863829866710762,4.222771949918993,2.244077120513956
15,1,naval,-6.256761774263147,0.0003021650945152,0.0002119732825722
16,4,naval,-7.155212739201145,5.744927580196996e-05,7.576765760534234e-05
10,5,concrete,3.1873074416734384,5.920434159015848,3.136555452241508
3,2,concrete,3.0464800348911805,5.15252810129228,2.7580206951127963
5,2,power,2.7800423395656706,3.8904347919089166,2.0471933408526906
3,4,naval,-6.867726241236068,0.0001122362052077,0.0001054947359306
19,1,power,2.844433584283926,4.151980027170532,2.20946310694038
14,5,naval,-6.848747867980055,0.0001775878435375,0.0001199361232072
18,4,concrete,3.214241488061118,6.485687044161246,3.4896535977557974
0,1,boston,2.729526637779999,3.8638040216678857,1.9165431496743817
5,4,protein,2.671602114410545,3.5802181608020898,1.923810695313828
12,4,energy,0.7421815542304533,0.493575677575157,0.2802597247455511
14,1,energy,1.2440592031865243,0.8116512090120955,0.4733868226034239
19,4,boston,2.3561932270290344,2.6795142182938743,1.3946276797594277
4,2,boston,2.6206877405764737,4.145216821595486,2.0032203685708643
18,2,naval,-5.940625662513955,0.0005722560690905,0.000293145688355
5,4,energy,0.592238587662906,0.3806815193537032,0.2244876729922792
10,3,naval,-7.165498994498242,6.737259743610032e-05,7.621395705330782e-05
8,2,kin8nm,-1.3474143600377702,0.0633735535028211,0.035224224852626
5,1,wine_red,0.8780403972723143,0.5835273556431556,0.3247158801408375
10,1,concrete,3.246499548149505,6.331317533325124,3.284671195967648
14,5,protein,2.71462297120958,3.744818460561977,1.988786221688282
0,5,wine_red,0.9447479402961816,0.6370684947687403,0.3414489788370486
6,5,boston,2.626482640091471,3.312355839791664,1.7836792448541157
15,2,boston,2.4970117900623245,2.887677550761951,1.604828292467772
15,3,wine_red,0.926702712049996,0.6129586854217719,0.3483855709600081
19,4,protein,2.675960002437042,3.592270271161372,1.927729835280472
7,5,power,2.655974401077557,3.391361883325666,1.883761203018432
3,3,concrete,3.0420949061107367,5.138563604081907,2.750765642252312
8,3,naval,-7.149291455594789,5.6091586240968864e-05,7.604445778443126e-05
8,3,kin8nm,-1.3913094981328138,0.060584834868538,0.0337610016806695
11,3,power,2.769297447691406,3.844867355522864,2.0925292517955616
4,3,power,2.765027158804046,3.836078966595216,2.102428857298092
10,1,protein,2.9081427412742595,4.431853432919908,2.4840414753009443
14,2,naval,-7.015412186952872,0.0001197812128999,9.520113726053735e-05
14,2,kin8nm,-1.3487554581677903,0.0628447817208836,0.0350897824807442
5,1,energy,1.140369320347656,0.7201688633575505,0.4187355559314485
17,3,wine_red,0.9729297443526438,0.652366090367406,0.3501146915868942
14,3,protein,2.741057511145908,3.808077936495069,2.049474566301236
11,1,concrete,3.102645690841835,5.393703976915405,3.026945199420134
6,4,protein,2.689883439006517,3.671058341113312,1.9470180532359396
4,4,concrete,3.056131226425401,4.894283446613215,2.734099901263844
16,2,power,2.7367403195844062,3.7712893089359767,2.058385525705197
0,2,energy,0.7252718495079069,0.4959650427900782,0.2731724222224776
9,2,boston,2.4644876885735587,2.78587987540762,1.5828178439729856
17,4,power,2.8261230937559647,4.053197070404667,2.101178044082537
1,5,concrete,3.125844450839869,5.733301890133434,3.022069691763184
12,1,energy,1.073631352219663,0.6704440848859834,0.3869231449867897
7,3,wine_red,0.8557634517389292,0.5702867102529882,0.3164954209030415
2,2,boston,2.886298563679164,4.116476020045523,2.140436139106523
6,3,boston,2.615549201679604,3.244169642797833,1.7565664985447982
3,1,protein,2.900316525890777,4.390033698245728,2.4681705558012785
14,5,boston,2.6320765862715363,3.6473323777193314,1.9017169662695823
16,2,boston,2.6672662432441885,4.149894891991437,2.0999037425880838
9,5,concrete,3.159390289967153,5.926387516085048,3.2247166359746493
18,3,wine_red,0.951736276999568,0.6245154144735239,0.3475012744543123
4,1,wine_red,0.9643567884344004,0.6372191880457142,0.3524038708275873
1,3,protein,2.72669934859669,3.753929554974027,2.0258050371126552
12,4,boston,2.4838064059046743,2.880297674609221,1.62825286448958
4,2,kin8nm,-1.3429145412649257,0.0633932233491485,0.0352191304820893
4,1,boston,2.6292043809353167,4.147432316775717,2.014279903836978
7,5,wine_red,0.8518392087429989,0.5678204941713467,0.3150888211745494
2,3,naval,-7.117042212308493,5.337660017821597e-05,7.812443546712524e-05
1,2,energy,0.5230285808241799,0.3423393935326962,0.2009953992501068
5,4,wine_red,0.8853998672031764,0.5875685391818226,0.3267712292150926
8,1,concrete,3.0981571627106383,5.243467143382766,2.9458044265960943
5,4,concrete,3.2354635119637534,6.46577440259152,3.480627921730254
15,5,boston,2.4999486177556256,2.8938135641844824,1.6079315631536075
5,3,protein,2.693539186107851,3.612231197498312,1.9571056976181664
18,5,wine_red,0.9515530730019248,0.6251534050870128,0.3476477807567392
13,4,boston,2.493241929825486,3.0011924838707063,1.6647188226660723
5,1,kin8nm,-0.9596205372498432,0.0891739605746532,0.0502546828388328
0,2,boston,2.728099243523743,3.873859105318018,1.916959674700264
15,5,power,2.788688558760347,3.902285927092149,2.029677666950381
12,3,wine_red,0.9224315504313648,0.613346761430088,0.3428462051233075
9,1,boston,2.468682534848174,2.7869615985049148,1.5797294538373967
9,4,power,2.677863020354604,3.4854255121183675,1.936580296277588
13,4,concrete,3.044381667049936,4.981076259507949,2.7891607336437323
17,1,naval,-6.623444887697747,0.0002388045448991,0.000154262641865
11,3,concrete,3.101908948451746,5.374682001006913,3.0176656908505555
13,4,energy,0.7001439407236839,0.4655850766690584,0.2622951563103816
9,4,protein,2.7180007831482773,3.757486172180085,2.014436125415393
10,4,naval,-7.171427630611702,4.68313395698926e-05,7.363639146699106e-05
9,4,energy,0.7333998011599617,0.4448938284285599,0.2587004223768648
1,5,wine_red,1.0063973057564104,0.6677317543070631,0.3683799434161328
19,5,boston,2.370013424220929,2.6357510453110096,1.3950616355659802
15,3,power,2.791601080265724,3.9133251769209263,2.0449739546350227
7,2,energy,0.6595000052844697,0.4548785953549622,0.2563755304842151
8,5,concrete,3.05330843683447,4.985867529212329,2.7958930904765498
7,4,wine_red,0.854468638448967,0.5686447413686049,0.3159553629375652
11,4,boston,2.474247761535545,2.8787109441985645,1.6036687797512268
12,1,boston,2.481544762996672,2.867509049527804,1.6317916339484495
1,3,power,2.667128428915396,3.444646462385996,1.923318391374404
18,3,kin8nm,-1.3634161223887031,0.0618771630152799,0.0344404555066769
7,1,kin8nm,-0.9581654171989428,0.0903537664290099,0.0506629142092008
9,1,concrete,3.217097290952759,6.216345685342875,3.4198469047872866
4,5,power,2.7113117857511404,3.6378756358855098,1.989120640046228
4,3,protein,2.7013617041600098,3.6525890344558496,1.971725949621508
1,1,power,2.7527952630278447,3.7709577218224086,2.123704588526637
0,1,kin8nm,-1.0053275033288274,0.0818800289569487,0.0468868020035473
11,4,concrete,3.11249135952986,5.446227499291946,3.0447333758256527
7,2,naval,-7.256671042663255,5.835243338106536e-05,6.920172066432485e-05
3,2,boston,2.660174637158033,3.810447302309457,1.8416829542583764
10,3,energy,0.9313992427664856,0.6068888966570738,0.3113222055466736
16,1,boston,2.6689284929686337,4.144774830338682,2.103663323939173
15,5,naval,-7.033366324660786,8.176388546219602e-05,8.75906134399165e-05
18,2,energy,0.6980788043892433,0.4853937892259685,0.2696118384367587
2,1,energy,1.2847848382680995,0.8541179194730879,0.4986116795204513
13,2,concrete,3.018663258454265,4.879201186772228,2.728890137314957
14,4,concrete,3.1475622632020914,5.686609804081002,3.1201523957145123
13,2,protein,2.793831667702631,3.972409352419617,2.1735709182118117
1,3,energy,0.7363974746953194,0.404951645862622,0.2467037760765837
10,2,kin8nm,-1.3775917291702289,0.060192307688362,0.0339665019040355
11,5,concrete,3.0409021760342267,4.917874914985621,2.7841550916305757
2,3,energy,0.6452612770718146,0.438082671944988,0.2476723189458341
16,1,kin8nm,-0.9795109250195968,0.0865658591282577,0.0480204352050322
19,4,energy,0.8776415791475503,0.57532734800915,0.3254871599284699
0,3,boston,2.7227510989828394,3.8726684931173696,1.90544155104378
16,3,protein,2.7090843356234724,3.691097227057471,1.986870314326816
13,3,power,2.737850496455234,3.718936862801476,2.0754218863172413
1,2,wine_red,1.010357992861008,0.669270684717385,0.3693584777582262
13,1,concrete,3.0152579122734897,4.867501943042532,2.7236292000596967
6,5,concrete,3.0804236667681577,5.29233684863287,2.9734611769754307
14,4,power,2.669211224501057,3.448908511248132,1.9192207032256556
19,5,concrete,3.0490502534663824,5.126592305055218,2.8081165866259497
9,3,protein,2.730317838333756,3.781543865568109,2.043922724581232
7,3,kin8nm,-1.3785755351412396,0.061064353055289,0.0341720329365541
8,3,protein,2.703318412525093,3.6707582645156,1.9839877116745712
16,1,protein,2.910942345272342,4.4483838895732974,2.491526265541582
1,1,energy,1.0692684263554293,0.636433892825952,0.3755999176229622
15,4,wine_red,0.9260349036468724,0.6127314319506102,0.3481291970573615
8,2,energy,0.6064989032496266,0.426369641249806,0.2413792222471957
12,5,protein,2.6671244475535856,3.567151154248968,1.90552434896204
0,4,protein,2.6887965562452187,3.635634286673645,1.9465848151640543
17,2,wine_red,0.9687028636373308,0.6501865458311741,0.3488007610537226
8,4,wine_red,1.0372598904214756,0.6787968495427478,0.3755427823765741
8,1,kin8nm,-0.9752465406283084,0.0869151381989514,0.0491139479889719
15,4,power,2.809171769922133,3.988672172649257,2.074544912357599
9,2,energy,0.6017201183995198,0.4122591895359135,0.236367549606013
3,2,energy,0.6838642812596669,0.4648686400027664,0.2646934376153433
16,5,protein,2.696832010596187,3.68535654749181,1.953540043917616
7,3,boston,2.659278847880428,4.560384107581516,2.03147487742175
2,1,protein,2.9098835740002347,4.437809452037954,2.489995930373606
17,2,kin8nm,-1.367294993080784,0.0610856603552033,0.034360294223126
14,1,kin8nm,-0.9979942692765056,0.08332851823744,0.0476629051071635
9,1,power,2.7919912718892315,3.9394396714361815,2.1907897646816004
8,5,boston,2.366918558425308,2.404800625852683,1.390343030039345
11,1,naval,-6.899089870980026,0.0001356696760547,0.0001067575905759
8,3,power,2.729103036994477,3.7092770027376094,1.973123305789925
5,1,power,2.834973756349457,4.107570916854245,2.192215583262897
9,3,naval,-7.1652468592269765,5.974815427330188e-05,7.535901036559736e-05
17,2,power,2.8452583874019752,4.129370118516691,2.1387728782323943
10,3,kin8nm,-1.4185655160822108,0.0578746073221069,0.0326966161337083
1,1,boston,3.68745076453276,5.7489873799434505,2.3381640642231445
11,3,wine_red,0.9661893063510764,0.6392311846402038,0.3522665573408344
13,3,protein,2.7291720141161395,3.7662659271077374,2.0215039762974247
9,3,boston,2.4713106090404486,2.807052915416304,1.5890225218727163
0,2,protein,2.7759832944489418,3.8920673475657774,2.134420598178806
6,2,naval,-6.929292536935549,0.0002257093425482,0.0001323763539057
5,1,concrete,3.212277079941108,6.35348231180687,3.405342870419228
18,5,concrete,3.177808613289159,6.036666737227816,3.294596122556697
19,3,boston,2.353673843904704,2.696422282677944,1.3955769075117783
17,4,boston,2.6738668501577307,3.707947537699607,1.8420498591052248
16,1,naval,-6.914023154471372,0.0001899228061872,0.000118911350362
7,3,energy,0.6953752450864186,0.4585472596471727,0.2620146379996693
7,2,kin8nm,-1.3450204731273834,0.0628656723787253,0.0352440646616368
0,2,power,2.825242977520333,4.058459321493707,2.081928300188044
0,4,power,2.791771533308821,3.9321532261565233,1.98287774539018
15,2,concrete,3.068232751633372,5.265720656247889,2.882616750326129
3,4,energy,0.6737287122953468,0.4466277322640212,0.2565678582261208
12,3,naval,-6.967222140466346,0.0001547090625477,0.0001061118782352
19,2,wine_red,0.8933139625820263,0.5908938200620835,0.3284918619291069
7,1,wine_red,0.8533201734449115,0.5688927212610907,0.3155941666538532
3,2,power,2.81567443928098,4.04113084671608,2.092662743583788
12,3,energy,0.7015447053568836,0.4663010420237715,0.2651489738195849
14,3,wine_red,0.8170265091935078,0.5325151329847027,0.2995721006546768
3,1,wine_red,0.958213412410975,0.6322201079120041,0.3459341815050819
14,1,naval,-6.321914095234706,0.0003824852079525,0.000227776079666
9,2,naval,-7.122238155774594,4.865051971343105e-05,7.732690094257198e-05
0,2,kin8nm,-1.3340868944638504,0.0639626118108113,0.0358035375344853
6,3,protein,2.7324221881682,3.792645486669088,2.032799742622004
17,2,energy,0.6411550555720551,0.4447355036536984,0.2441591582724147
15,1,concrete,3.066000779245264,5.261138519606938,2.8755672843293136
12,4,wine_red,0.9208524845886596,0.6123418912281839,0.3423345976077329
5,2,wine_red,0.8793918368822288,0.5836736451548349,0.3249172772545516
19,1,concrete,3.1029478638188217,5.346942354040963,2.9337812774946497
3,1,energy,1.0884364132504891,0.6507042657083439,0.3855571985947242
0,5,power,2.7961316922441286,3.938898486246675,1.9988410546079265
16,4,boston,2.666659758120476,4.24500820810025,2.089662466951125
7,2,concrete,3.0696218098512125,5.10276728973516,2.8750019207692667
5,5,energy,0.6073407546797095,0.3832275809670123,0.2266593023970595
11,2,kin8nm,-1.3353974992167337,0.0636503777413179,0.0354816428663757
12,2,power,2.734500798278145,3.708878896072648,2.0648756698841573
9,2,power,2.746769000346058,3.758092928639555,2.085685867028767
16,3,concrete,3.2373305256565112,6.1298710856314775,3.4402640776847373
12,2,naval,-7.015656249593113,0.0001386025886314,9.854833461034974e-05
19,4,concrete,3.1268676263525745,5.47282332092602,3.008705038535052
5,2,concrete,3.215379910657272,6.375262359445162,3.419419251407385
4,4,boston,2.6373606177085094,4.205140330072102,2.01645286535352
14,5,wine_red,0.8196403270506671,0.5333694735475798,0.3001476370885116
10,1,power,2.8206199344247698,4.049417364831143,2.216420959624166
11,2,protein,2.797902354825291,3.988500666534086,2.1836841825181854
13,5,power,2.693830625138126,3.5529644896624677,1.9785018309765168
6,1,wine_red,0.9154130850303476,0.6074031501086691,0.3402483015086395
17,4,naval,-7.210521428621148,5.323217207243394e-05,7.161566838864732e-05
8,5,wine_red,1.0344005432564756,0.6774204700399256,0.374985050168995
14,1,power,2.746666003581994,3.745038670862885,2.098820514376794
19,3,energy,0.7846161472020093,0.5165920097586093,0.2938286135317799
5,2,boston,2.527281489362021,2.9638352181344048,1.62857314711866
4,3,wine_red,0.9665840491493968,0.6380781779011406,0.352664909650577
9,3,energy,0.6154810141460806,0.4096376758020805,0.2367696831287681
8,4,boston,2.360262023222824,2.398700085795478,1.3881890389436464
10,5,energy,0.909874830237506,0.5932989085013547,0.3011117785029992
10,2,power,2.770152879122971,3.844596693950976,2.082499572922801
7,4,naval,-6.634813880174235,0.000197816636805,0.0001437336144198
15,4,protein,2.67198306753226,3.5778229545673224,1.91592459796137
18,4,energy,0.8426013903105262,0.5318989908585184,0.3052109887329099
10,2,concrete,3.253853203075354,6.398430539455293,3.3253553449503936
18,4,boston,2.498348868463877,2.8227331008871306,1.5875791449887298
16,2,naval,-6.96714486360892,0.0001302292260407,0.0001008167380486
