split,layers,dataset,NLL,RMSE,CRPS
18,4,naval,-7.224583642233571,5.6441802634070986e-05,7.098770394854539e-05
2,5,concrete,3.0435567131652377,5.015356532602496,2.825681092268524
0,1,power,2.840119821692074,4.134205389666362,2.153474185880205
19,1,wine_red,0.8939441495903298,0.5909934776285829,0.3286914329012077
11,1,energy,1.149161842081892,0.7369472244932996,0.422374439071551
2,4,energy,0.6341775138285289,0.4336277510041865,0.2445797442455728
13,1,energy,1.094545779595186,0.6760362573784723,0.3967618960152085
9,5,boston,2.433554173529409,2.658424582694266,1.5184211376622494
13,2,naval,-7.094903987065729,7.810438271837858e-05,8.256255225963632e-05
2,4,naval,-7.184647362048014,6.220980108928868e-05,7.442247469145585e-05
9,5,naval,-6.401739484374376,0.0001121027801646,0.0001602090426484
12,5,boston,2.501419165716829,3.005513183862138,1.6716225770896338
13,4,wine_red,0.8955796044499447,0.5959154358326322,0.3328700766377974
3,2,naval,-7.211242008608027,5.653488946404341e-05,7.191584755802579e-05
16,3,wine_red,1.0289063095317377,0.6765103884519037,0.3712361482203246
2,2,kin8nm,-1.3397764956805764,0.0634192270587744,0.0356195545312496
11,3,protein,2.731360664722208,3.770420221551022,2.0367910288958453
13,5,energy,0.6882593187162995,0.4622845408682923,0.259228819137597
1,4,concrete,3.1860177471862583,6.259585393290463,3.2818324953614497
4,1,energy,1.0458365341284912,0.6158569462387252,0.364641981285877
13,5,protein,2.712638552389409,3.732366282319695,1.988534997926929
10,4,energy,0.914116566898008,0.6048436543127402,0.3081447725676466
10,3,concrete,3.240435287533521,6.300210672811423,3.288733845873928
8,5,power,2.7420316752969502,3.762113891424582,2.0075913660343625
12,2,concrete,3.219079168192698,6.1737769090187085,3.4141874217197694
12,1,kin8nm,-0.973576960355532,0.0870571172860921,0.0494620095196849
5,2,naval,-7.145631104955688,6.0476216938669626e-05,7.679882274060895e-05
17,5,power,2.825062595978794,4.042132796908168,2.085612388077568
16,3,power,2.7179372397554302,3.670732943601726,2.009808463454979
8,2,boston,2.3758678838931835,2.4979223166362776,1.4351176001854684
16,5,concrete,3.1749097123165027,5.78557515598077,3.241063266973615
11,5,protein,2.694459264309648,3.6744367194665473,1.965038616358376
15,4,concrete,3.080262047380644,5.35401048900673,2.924667844490955
2,5,boston,2.890671193747472,4.228861215944543,2.178046678211416
16,3,naval,-7.214386545503632,7.094423128456754e-05,7.344627762221925e-05
6,1,kin8nm,-0.9538805295167389,0.0905416054567304,0.0510826896771369
5,2,kin8nm,-1.342362985930466,0.062986808143669,0.0353954843007502
18,4,wine_red,0.9481264434886923,0.6225457282263036,0.3463620545388547
19,2,boston,2.34942994332583,2.718847107214769,1.3952139255752456
1,3,naval,-7.225494007201185,8.683981355885806e-05,7.520580231511308e-05
8,1,power,2.8230700574329664,4.069581058846334,2.212454129027067
15,2,kin8nm,-1.360980907055004,0.0617607116598704,0.0348539113421981
9,2,concrete,3.209370893038133,6.169523595931698,3.393379079729019
17,3,energy,0.8470366214390925,0.523937249702208,0.2937250025492618
18,2,power,2.841281396983649,4.117293265225427,2.0913056613748986
3,3,kin8nm,-1.4306507225615048,0.0570156124580007,0.0322931378045637
4,1,protein,2.9105270785869464,4.439990457647112,2.489303301726144
11,1,power,2.808312923228097,4.006906882690021,2.196010698782309
8,2,naval,-5.668518361912084,0.0005026174592317,0.0002980142120698
18,3,naval,-7.03897840115241,5.105583623165186e-05,8.39161212712473e-05
11,2,concrete,3.1071089057542545,5.398151945909408,3.0335190049745333
7,3,power,2.6395192836328314,3.3305173654508278,1.8449547932528156
1,2,kin8nm,-1.367038992506775,0.060838025950322,0.0343775652843728
13,3,wine_red,0.8979931290621564,0.5985580046172663,0.333421489495179
16,5,wine_red,1.02655494451401,0.6752904306934753,0.3706062925957499
13,4,protein,2.703555320779583,3.6941924934713777,1.9726246131950744
17,2,concrete,3.265215476725002,6.787150718822274,3.4774949715987677
19,2,power,2.805510004132597,3.988546015731744,2.096023885802064
4,2,energy,0.6552442307654045,0.4459213705473301,0.25008963219271
15,2,protein,2.766708134826156,3.848968659830947,2.1227940917944204
2,4,power,2.727475291878605,3.680893739669553,2.0315495118197178
9,1,wine_red,0.893532447465209,0.59163052750888,0.3312655097753879
3,5,concrete,3.0241721275666484,5.045425268922277,2.696779754582805
2,1,naval,-6.927490384252293,0.0001720729662702,0.0001129993937716
4,3,kin8nm,-1.3818910277087375,0.0611400801055723,0.0339498709248932
15,2,wine_red,0.9247687909293172,0.6122174321610707,0.3478335622424202
9,4,concrete,3.172225638269146,6.001723102385457,3.283721579993239
1,2,boston,3.667359700923155,5.725463215089237,2.333247510318265
18,3,protein,2.7098952794335918,3.6790029685005177,1.9978029526485428
12,5,energy,0.7147746794295909,0.4799340764017957,0.2704341360505077
6,1,concrete,3.1016411682157035,5.455855951394216,3.05331641031883
14,2,wine_red,0.8165221826377616,0.5319915631629657,0.2993533667712875
16,5,power,2.7048704097277017,3.609041673433113,1.972923423690956
12,1,wine_red,0.9181956457420496,0.6115418733859801,0.3414227294678984
16,4,protein,2.699491678970053,3.674988402664512,1.965119338396354
16,3,energy,0.6185797035811827,0.410427816777387,0.2310401123297061
2,1,boston,2.898430905834992,4.104872547831694,2.155582591621032
4,5,energy,0.7682526938637022,0.4605147970624764,0.2700500075670403
8,4,naval,-6.686641126132336,8.372859956473332e-05,0.0001203240562592
19,4,power,2.7472321786773635,3.766453735977685,1.950377234530397
3,1,naval,-6.699120698782829,0.0001758702635908,0.0001322158633335
4,3,naval,-6.641167293470915,8.515022660286047e-05,0.0001257771860678
5,3,kin8nm,-1.3837667041050483,0.0604330800362166,0.0338308291373483
11,3,energy,0.7764097407141242,0.5164189871632239,0.2816243840238072
13,2,kin8nm,-1.363203384325805,0.0617966318714799,0.0346689892395949
14,4,wine_red,0.8165968637161487,0.5318744943395729,0.2993228315962118
7,1,boston,2.6316666218661955,4.5128281925493,2.0067245552541486
3,3,wine_red,0.9552753309231204,0.6304805684099443,0.345134275832638
12,5,power,2.693003112838563,3.553983718737755,1.970591998661092
11,5,power,2.7417197557535014,3.742527121289184,2.0216334707985038
3,5,wine_red,0.954429512424788,0.629970729830667,0.3453395678867821
17,5,boston,2.6778926604401248,3.72349297920392,1.852392304323226
4,4,protein,2.688984230236331,3.628312739399641,1.9494943872774948
16,2,energy,0.6044187253728565,0.410285259333607,0.2289592885373642
16,4,concrete,3.213555765194631,6.019418917662796,3.3896149231366794
11,4,protein,2.692493320132564,3.650538743803333,1.9598829025986657
16,1,energy,1.1035232963539805,0.6736073758877901,0.3954678593709481
1,3,kin8nm,-1.4015816128169274,0.0592067127397189,0.0333270932271497
5,3,power,2.7974082372558184,3.9538102643458144,2.0902333780765816
1,5,power,2.6713544003756944,3.4669053285382723,1.9315288417636147
18,1,power,2.8789268537257366,4.278367815333683,2.218628522656811
15,2,energy,0.607897338517658,0.427575754718335,0.2410971050603839
9,5,wine_red,0.8937422133919771,0.5905187754630671,0.3313886212551055
2,2,protein,2.792428442651824,3.960601140489055,2.1787280359537213
3,1,boston,2.6385783161259617,3.747170086112263,1.8243238101829025
7,1,protein,2.9152623059271097,4.465429790591034,2.5056812141825278
19,5,wine_red,0.8987731667277273,0.5952536149712494,0.3308503243456539
3,2,kin8nm,-1.3967245847238914,0.0588700520080083,0.0332121551852601
12,3,power,2.696259553556955,3.5603997816844424,1.978945363745624
8,2,wine_red,1.036706255555473,0.6781139839910746,0.3748197665875661
8,1,protein,2.9169249322434343,4.477096367346212,2.502601744489732
3,3,boston,2.663098558311893,3.826664202887788,1.8378073059297024
12,3,protein,2.700176548164121,3.640808874574067,1.9601454265881904
10,4,protein,2.678819587500634,3.597431825915043,1.9320270793091563
14,2,protein,2.797557210179785,3.982003710186072,2.1762932188523423
1,2,protein,2.783144804434195,3.922765267560032,2.1513856366221966
10,5,power,2.725277420255797,3.661493067367162,1.9742472188260003
17,3,kin8nm,-1.4019268902110409,0.059546157425201,0.0333857836893777
2,1,concrete,3.105923214603473,5.964592218904648,3.1246547879769637
7,1,naval,-6.776707672755843,0.0001444961941642,0.0001191257823991
13,1,boston,2.5140967113864163,3.11259570229734,1.704784459389336
16,3,boston,2.6804058406858338,4.236019224328115,2.1139972676542387
18,3,energy,0.6815252922449972,0.4701703970549803,0.2618738263815152
11,3,kin8nm,-1.375307502826944,0.0611429348671382,0.0341755388004636
19,2,naval,-7.26204910929051,7.106217771654308e-05,7.053972898656627e-05
2,1,power,2.7686750102850075,3.8455086405434593,2.128292809410848
15,3,naval,-7.123505555873601,5.1660840108209416e-05,7.748551148376834e-05
4,5,wine_red,0.9656702551103205,0.637651059061817,0.3526738889009865
1,4,naval,-6.891720141905393,0.0001469181064658,0.0001101321576571
15,3,energy,0.7925908957701717,0.4796928725818469,0.2808482946169177
7,3,naval,-7.021551559944395,0.0001189149175531,9.43200254421286e-05
12,4,concrete,3.1622523643896985,5.785529048137255,3.1323919614597098
17,5,protein,2.6901682876562845,3.649482832970481,1.9495539923779075
8,5,energy,0.6391936428913821,0.4343779938390752,0.2464201694879882
15,5,energy,0.7205205023972325,0.4113226349479005,0.2496925614148811
0,5,boston,2.7043143477246696,3.854911377599604,1.874211636008174
12,2,boston,2.491140455781573,2.940681887271817,1.6540740040397106
6,2,wine_red,0.915163334786032,0.6073166453126629,0.3403071971452793
8,3,concrete,3.098360483931913,5.228524323613396,2.9469280624005267
6,5,power,2.7255308485467484,3.677282305426677,2.026353087406477
16,4,energy,0.6274294667483618,0.4126530611367579,0.2327806860001644
2,2,concrete,3.1013515532868925,5.901381239719289,3.109422129083304
11,5,wine_red,0.9654161175919536,0.6389818285943512,0.3528045016903456
18,2,boston,2.486179395953485,2.7721850205858427,1.5673763177433242
8,3,energy,0.631516598251656,0.4343632777566118,0.2459220515060389
6,1,protein,2.9198785462391275,4.490694308199451,2.513989058584361
11,4,power,2.742990899850529,3.749818922508997,2.018612684200477
0,1,naval,-6.865808873416047,0.0001533172702228,0.000112823419897
6,2,energy,0.5213344821257733,0.3403702577951811,0.2051186261607839
17,1,kin8nm,-0.9785359193380992,0.0868857477794997,0.0492381202288337
1,2,power,2.70684836274905,3.5960589683069557,2.011604495232676
19,1,naval,-6.284980313432573,0.0003353540053867,0.0002167013995608
18,5,energy,0.6826584851740212,0.4690751583489425,0.2618060415016528
17,5,energy,0.6500363754197264,0.4357803930225495,0.2434663045461002
15,3,kin8nm,-1.4004641223383394,0.0597476578449936,0.0336223388271197
14,1,boston,2.6081621650617515,3.498284458936648,1.8699851587528853
15,4,boston,2.5057530733064994,2.919612124912862,1.6208727293481473
19,3,wine_red,0.8966477140195674,0.5933232952302856,0.330043830528228
0,4,wine_red,0.939706096665752,0.6343200013675978,0.340213108651168
0,5,concrete,3.0401993972495385,4.915631672562971,2.7809794120870817
3,3,protein,2.7110980599786565,3.687665328935549,1.9943076727451583
15,1,wine_red,0.9266522537913936,0.6134750819135565,0.3484878464207044
10,1,wine_red,0.8540415491704033,0.5615714438389786,0.3173937467669944
7,3,concrete,3.0813970834595423,5.163517871388912,2.9089970484550296
5,4,naval,-6.941959191901177,0.0001208707971759,0.0001009844061136
7,2,protein,2.7825156130308217,3.918974760360357,2.1605653942444363
2,4,concrete,3.118233532476068,5.948157732904055,3.140618478557974
0,3,kin8nm,-1.3329972173843816,0.0640802810891,0.0358362352537922
4,1,naval,-6.442764592888112,0.0003270105933323,0.000195893756701
7,5,protein,2.6917011586323487,3.646862864234413,1.9553483626012689
2,2,power,2.7436782953461387,3.745713288116257,2.063566971133797
19,5,protein,2.6819749116082607,3.6374672878645673,1.9407885798810267
18,2,protein,2.7789546748587752,3.905805571632704,2.146683739514234
15,5,wine_red,0.9245269661826104,0.6116316247200637,0.3475320683684116
1,1,concrete,3.1625326812513004,6.152522568828712,3.22984480878011
8,4,energy,0.8481989141275553,0.5190935713650905,0.2978086894041086
12,3,concrete,3.2287301231577006,6.179221615894773,3.423952359116316
13,2,power,2.7418449009004378,3.739879746022333,2.0837223260268805
12,3,boston,2.4931638110375345,2.9357369884786086,1.6592278453237594
12,2,wine_red,0.9200757544834096,0.6123991337574657,0.3419843241556918
17,1,wine_red,0.964537783059052,0.6483093045992017,0.3479002696414616
10,1,boston,2.409741047878324,2.890094259447569,1.5111038879252996
8,1,naval,-6.115080200948567,0.0003337554038816,0.0002410897394395
1,1,naval,-6.097634569695484,0.0003233749603869,0.0002425998408207
10,5,boston,2.427903766823542,2.873537365400402,1.505126467014979
