,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,alpha
0,182.778564453125,9.096688,3.472147226333618,0.0,2.4514784957595546,-15.089543587489448,50000,0.01,Year,20000,100,1.0
