,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,alpha
0,134.39898681640625,9.096688,3.5784292221069336,0.0,0.17173058089323423,-2.1491493653336025,50000,0.01,Year,20000,10,1.0
