,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,alpha
0,119.831298828125,9.096688,3.5057854652404785,0.0,1.4545270847758072,-9.147364879255232,20000,0.01,Year,20000,10,1.0
