,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M
0,0.0,9.096688,3.627035140991211,0.0,0.25075,-0.4,20000,0.01,Year,20000,10
