,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,alpha
0,261.1544189453125,9.096688,3.4890449047088623,0.0,0.32433510452712744,-6.381746208495696,50000,0.01,Year,20000,100,1.0
