,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian
0,0.0,9.096688,3.6265451908111572,0.0,0.070407435297966,-0.37277722358703613,20000,0.01,Year,20000,all,diag
