,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,subset,hessian
0,0.0,9.096688,3.6268465518951416,0.0,0.19350269436836243,-0.37677180767059326,20000,0.01,Year,20000,last_layer,diag
