split,layers,iterations,batch,dataset,NLL,RMSE,CRPS,time
15,5,150000,100,energy,0.6530963475480415,0.4141319183121432,0.241255093791586,19511.454611612
16,5,150000,100,energy,0.6920889920183295,0.4414377962126492,0.2484372900518397,19417.960733774
17,5,150000,100,energy,0.7506831886140383,0.4900727492935364,0.2729226336201632,19150.624764793
18,5,150000,100,energy,0.7868548356197779,0.5317732979616678,0.2952142134808313,19319.504163454
19,5,150000,100,energy,0.8039398855357457,0.5203255791532125,0.2981101441666791,19408.026029056
2,5,150000,100,energy,0.7829028713171439,0.4580182234866355,0.2688883253815307,19274.751624596
3,5,150000,100,energy,0.7041733955919842,0.4521592950176286,0.2629979206441409,19461.219608103
4,5,150000,100,energy,0.8082503686955055,0.4676419474512318,0.2790818851937265,19511.846440353
5,5,150000,100,energy,0.6385153063477861,0.4034146139537093,0.2361201988990929,19497.761449876
6,5,150000,100,energy,0.6247762993820561,0.3830255309215997,0.2290409866893437,19696.989806944
7,5,150000,100,energy,0.6898784940968973,0.4496150624128603,0.259137899110258,19707.605110923003
8,5,150000,100,energy,0.6746978253194648,0.4449744418316321,0.2532372360664351,19703.340553416
9,5,150000,100,energy,0.6579990555026938,0.4187421437223044,0.2438299382857539,19492.165815682
0,1,150000,100,kin8nm,-0.9381632980334168,0.0882634545697804,0.0504269799717977,1078.229860835
1,1,150000,100,kin8nm,-0.90709457168079,0.0932144025796192,0.0528619832686284,1044.355065321
10,1,150000,100,kin8nm,-0.915060288750378,0.0918771399940664,0.0525076645305904,1078.082190518
11,1,150000,100,kin8nm,-0.9019105683736444,0.0936149347061767,0.0530060291919234,1078.073187136
