,LOSS,RMSE,NLL,CRPS,prior_std,log_variance,iterations,weight_decay,dataset,MAP_iterations,M,alpha
0,198.19676208496094,9.096688,3.5211613178253174,0.0,0.26178049565832767,-4.622664904983714,50000,0.01,Year,20000,50,1.0
