Unnamed: 0,num_samples_train,num_samples_test,genf,dataset_name,epochs,vip_layers,bnn_structure,regression_coeffs,batch_size,activation,dropout,lr,warmup,fix_prior_noise,prior_kl,freeze_prior,freeze_posterior,show,seed,verbose,dtype,split,dataset,activation_str,device,LOSS_train,RMSE_train,NLL_train,CRPS_train,LOSS,RMSE,NLL,CRPS
0,1,200,BNN,power,30000,[5],[10],20,10000,<built-in method tanh of type object at 0x7f45d4b3f1e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,14,<utils.dataset.Power_Dataset object at 0x7f456b17be80>,tanh,cpu,938.9432373046876,4.1171026,2.8352479934692383,2.2463302612304688,558.84033203125,3.830707,2.772062301635742,2.156111478805542
0,1,200,BNN,energy,30000,[1],[10],20,10000,<built-in method tanh of type object at 0x7f691f1931e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,9,<utils.dataset.Energy_Dataset object at 0x7f68b826ee80>,tanh,cpu,-815.8091430664062,0.49534073,0.7159161567687988,0.2731859385967254,-845.1234130859375,0.48492667,0.6991775631904602,0.2670910358428955
0,1,200,BNN,naval,30000,[1],[10],20,10000,<built-in method tanh of type object at 0x7fb6aee841e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,15,<utils.dataset.Naval_Dataset object at 0x7fb647cd1e80>,tanh,cpu,-10680.5556640625,0.0012072832,-5.300882816314697,0.0006427735788747,-11166.16015625,0.00118149,-5.322630882263184,0.0006226600962691
0,1,200,BNN,protein,30000,[1],[10],20,10000,<built-in method tanh of type object at 0x7faeb749a1e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,17,<utils.dataset.Protein_Dataset object at 0x7fae4dad6e80>,tanh,cpu,46973.80078125,4.577013,2.9399900436401367,2.567000389099121,46819.21875,4.5749974,2.939544439315796,2.564594984054565
0,1,200,BNN,naval,30000,[1],[10],20,10000,<built-in method tanh of type object at 0x7f4de74a51e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,14,<utils.dataset.Naval_Dataset object at 0x7f4d802f1e80>,tanh,cpu,-10808.57421875,0.0011715521,-5.325272083282471,0.0006284844712354,-11160.7734375,0.0011652226,-5.331256866455078,0.0006158864707686
0,1,200,BNN,winered,30000,[3],[10],20,10000,<built-in method tanh of type object at 0x7f39e1a281e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,2,<utils.dataset.WineRed_Dataset object at 0x7f3978072e50>,tanh,cpu,1863.367919921875,0.6158762,0.936810314655304,0.3424945175647735,1883.8876953125,0.61713195,0.9404107928276062,0.345805674791336
0,1,200,BNN,boston,30000,[5],[10],20,10000,<built-in method tanh of type object at 0x7f479a4891e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,6,<utils.dataset.Boston_Dataset object at 0x7f4733564e80>,tanh,cpu,588.5119018554688,3.8733184,2.826432704925537,2.14652419090271,586.9641723632812,3.8340445,2.843026876449585,2.181704521179199
0,1,200,BNN,winered,30000,[5],[10],20,10000,<built-in method tanh of type object at 0x7f7523f281e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,0,<utils.dataset.WineRed_Dataset object at 0x7f74ba573e50>,tanh,cpu,1932.885009765625,0.644945,0.98165363073349,0.3596476018428802,1997.836181640625,0.68238753,1.0403178930282593,0.3735749423503876
0,1,200,BNN,winered,30000,[1],[10],20,10000,<built-in method tanh of type object at 0x7f8d436741e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,16,<utils.dataset.WineRed_Dataset object at 0x7f8cdc4bfe80>,tanh,cpu,1725.22412109375,0.58073777,0.8751537203788757,0.322508841753006,2047.1767578125,0.69069844,1.0745295286178589,0.3853422999382019
0,1,200,BNN,boston,30000,[3],[10],20,10000,<built-in method tanh of type object at 0x7fdcb4de41e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,13,<utils.dataset.Boston_Dataset object at 0x7fdc4deb6e80>,tanh,cpu,498.1424560546875,2.9259794,2.5116591453552246,1.6294087171554563,559.1273193359375,3.3792148,2.5685060024261475,1.778895616531372
0,1,200,BNN,boston,30000,[2],[10],20,10000,<built-in method tanh of type object at 0x7f7e9e8081e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,14,<utils.dataset.Boston_Dataset object at 0x7f7e378e3e80>,tanh,cpu,422.9636840820313,2.6505246,2.4247913360595703,1.4717371463775637,447.3919067382813,3.2438138,2.5077757835388184,1.7268755435943604
0,1,200,BNN,energy,30000,[4],[10],20,10000,<built-in method tanh of type object at 0x7f62b68341e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,1,<utils.dataset.Energy_Dataset object at 0x7f624ce79e50>,tanh,cpu,-153.57534790039062,0.66356117,1.0769039392471311,0.3811598718166351,-248.51339721679688,0.5784488,0.97076815366745,0.3194059133529663
0,1,200,BNN,winered,30000,[4],[10],20,10000,<built-in method tanh of type object at 0x7efd228651e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,6,<utils.dataset.WineRed_Dataset object at 0x7efcbb6b1e80>,tanh,cpu,1900.78125,0.6292895,0.9582363367080688,0.3494579493999481,1897.2081298828125,0.62782425,0.9546634554862976,0.3524021804332733
0,1,200,BNN,power,30000,[5],[10],20,10000,<built-in method tanh of type object at 0x7f4b81b551e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,17,<utils.dataset.Power_Dataset object at 0x7f4b18191e80>,tanh,cpu,827.3131713867188,4.062493,2.8208024501800537,2.2288849353790283,1571.5902099609375,4.3928013,2.892722845077514,2.3243846893310547
0,1,200,BNN,energy,30000,[2],[10],20,10000,<built-in method tanh of type object at 0x7fadcedaa1e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,9,<utils.dataset.Energy_Dataset object at 0x7fad67e85e80>,tanh,cpu,-450.3291320800781,0.58593607,0.9019745588302612,0.3252609968185425,-466.998291015625,0.5190168,0.8324707746505737,0.2954974174499511
0,1,200,BNN,concrete,30000,[1],[10],20,10000,<built-in method tanh of type object at 0x7f1c9dbb31e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,2,<utils.dataset.Concrete_Dataset object at 0x7f1c341f8e50>,tanh,cpu,454.353759765625,5.32084,3.090784311294556,2.9750537872314453,407.4951477050781,5.1793118,3.062630414962769,2.9136903285980225
