num_samples_train,num_samples_test,genf,dataset_name,epochs,vip_layers,bnn_structure,regression_coeffs,batch_size,dropout,lr,warmup,fix_prior_noise,freeze_prior,freeze_posterior,seed,split,activation_str,LOSS,RMSE,NLL,CRPS
1,200,BNN,boston,40000,[4],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,18,tanh,159.30789184570312,2.4840968,2.325299024581909,4.680322647094727
1,200,BNN,energy,40000,[4],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,1,tanh,-847.8814086914062,0.44347686,0.91655296087265,5.492023944854736
1,200,BNN,concrete,40000,[1],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,6,tanh,252.61851501464844,4.9902472,3.02677845954895,8.990381240844727
1,200,BNN,boston,40000,[3],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,10,tanh,117.63731384277344,2.241815,2.198184013366699,4.523320198059082
1,200,BNN,energy,40000,[1],"[200, 200]",20,10000,0.1,0.001,0,True,False,False,2147483647,5,tanh,-631.9337158203125,0.5074515,1.274375557899475,5.821383476257324
1,200,BNN,energy,40000,[1],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,9,tanh,-917.881103515625,0.48330453,0.9071889519691468,5.279690742492676
1,200,BNN,energy,40000,[1],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,0,tanh,-852.8554077148438,0.5794639,0.9848446249961852,5.849124908447266
1,200,BNN,boston,40000,[1],"[200, 200]",20,10000,0.1,0.001,0,True,False,False,2147483647,19,tanh,4146.70361328125,2.916247,10.83681869506836,4.849475383758545
1,200,BNN,boston,40000,[1],"[200, 200]",20,10000,0.1,0.001,0,True,False,False,2147483647,13,tanh,5655.08935546875,3.2979736,14.0630521774292,4.792263507843018
1,200,BNN,concrete,40000,[2],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,18,tanh,559.6366577148438,5.9156184,3.210522413253784,9.43703269958496
1,200,BNN,concrete,40000,[4],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,13,tanh,336.8006591796875,5.094462,3.0832552909851074,10.115615844726562
1,200,BNN,concrete,40000,[5],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,11,tanh,474.4156494140625,6.1539493,3.239982843399048,8.4749116897583
